epoch_start,epoch_end,user,class,fd_dominant_freq_x,fd_dominant_freq_y,fd_dominant_freq_z,fd_dominant_freq_m,fd_step_counter_x,fd_step_counter_y,fd_step_counter_z,fd_step_counter_m,fd_spectral_entropy_x,fd_spectral_entropy_y,fd_spectral_entropy_z,fd_spectral_entropy_m
1461149044178.0,1461149054172.0,034,stairs,0.10006003602161297,1.4008405043025818,0.6003602161296778,1.4008405043025818,0,0,0,12,0.9445973527166316,0.9816864810126547,0.9049490029533973,0.9861938219066301
1461149049180.0,1461149059173.0,034,stairs,0.10007004903432402,1.7011908335835089,0.7004903432402683,1.3009106374462123,0,0,0,13,0.947664130294515,0.9815869134205581,0.9288196646743934,0.986982063472329
1461149054182.0,1461149064170.0,034,stairs,0.30036043251902284,1.4016820184221068,0.9010812975570686,1.4016820184221068,0,0,0,11,0.963924156432394,0.9830449347566746,0.9208932478828676,0.9883221778271969
1461149059184.0,1461149069167.0,034,stairs,0.8013623159370931,1.6027246318741861,0.8013623159370931,1.6027246318741861,0,0,0,9,0.9653887461157175,0.9852115871825865,0.9111118178747253,0.9905679917041518
1461149064181.0,1461149074169.0,034,stairs,0.8009611533840609,1.4016820184221068,0.8009611533840609,1.4016820184221068,0,0,0,11,0.9664331831577355,0.9807283291717175,0.9328664252836756,0.9884324478296892
1461149069177.0,1461149079171.0,034,stairs,0.7004202521512909,1.4008405043025818,0.10006003602161297,1.4008405043025818,0,0,0,13,0.9571011493658493,0.9781532005098552,0.9348104007779676,0.9850900234539534
1461149074179.0,1461149084172.0,034,stairs,1.5010507355148606,1.5010507355148606,0.10007004903432402,1.5010507355148606,0,0,0,9,0.953382253803,0.9811562422131902,0.9303632475959552,0.9856533263628897
1461149079181.0,1461149089172.0,034,stairs,0.8007206485837254,1.701531378240417,0.8007206485837254,1.701531378240417,0,0,0,10,0.9658238455155868,0.9850565955740034,0.9072756422749435,0.9878265694894337
1461149084182.0,1461149094166.0,034,stairs,1.3020833333333335,1.7027243589743595,0.20032051282051283,1.7027243589743595,0,0,0,13,0.9688109485508611,0.9846464946910509,0.9022515678566945,0.9887727763368388
1461149089182.0,1461149098512.0,034,stairs,1.2861736334405145,1.2861736334405145,0.10718113612004287,1.2861736334405145,0,0,0,11,0.9727997451997236,0.983360167033627,0.9102961261620962,0.989909698366467
1461150329772.0,1461150339766.0,034,walking,0.9005403241945167,1.8010806483890334,0.9005403241945167,1.7010206123674205,0,0,0,12,0.9565169439069254,0.9908043412283566,0.8536532508768708,0.9917571259034362
1461150334774.0,1461150344778.0,034,walking,3.298680527788885,1.6993202718912435,1.599360255897641,1.599360255897641,0,0,0,13,0.9557308176985324,0.9903962946698696,0.867839226972811,0.9913460775425369
1461150339777.0,1461150349781.0,034,walking,0.09996001599360256,1.599360255897641,0.09996001599360256,1.599360255897641,0,0,0,10,0.9434016719049413,0.9908017319270915,0.8650560460832213,0.9935399767180557
1461150344789.0,1461150354785.0,034,walking,0.2000800320128051,0.10004001600640255,0.2000800320128051,1.6006402561024409,0,0,0,9,0.9521347964111705,0.9917468608423107,0.8662624232750792,0.9945612476789915
1461150349791.0,1461150359795.0,034,walking,0.19992003198720512,0.7996801279488205,0.7996801279488205,0.7996801279488205,0,0,0,7,0.9728792171169216,0.9931567793346983,0.901731822472247,0.9950079231987269
1461150354795.0,1461150364798.0,034,walking,0.09997000899730081,1.4995501349595124,1.4995501349595124,1.4995501349595124,0,0,0,8,0.9665576537209735,0.9924008354990963,0.9058488696006637,0.9943942357401909
1461150359805.0,1461150369800.0,034,walking,0.8004002001000501,1.6008004002001002,1.6008004002001002,1.6008004002001002,0,0,0,10,0.9707278866676347,0.9917005947873605,0.9016884818483125,0.9930924097191794
1461150364808.0,1461150374802.0,034,walking,0.30018010806483897,1.6009605763458075,1.6009605763458075,1.6009605763458075,0,0,0,9,0.946109235676568,0.9884843818720288,0.8998474888175783,0.992421656743742
1461150369810.0,1461150379813.0,034,walking,0.19994001799460162,1.599520143956813,1.599520143956813,1.599520143956813,0,0,0,10,0.9402333506503023,0.9886569589592236,0.8954347730490188,0.992423697761022
1461150374812.0,1461150384816.0,034,walking,3.298680527788885,1.6993202718912435,1.6993202718912435,1.6993202718912435,0,0,0,9,0.9588157738724556,0.9926728270008351,0.8892082252462409,0.9934235857130933
1461150379823.0,1461150389819.0,034,walking,0.8003201280512204,1.6006402561024409,0.8003201280512204,1.6006402561024409,0,0,0,8,0.9696308230259543,0.9944645127700104,0.9120749546577729,0.9953512104575438
1461150384827.0,1461150394821.0,034,walking,0.8004802881729037,1.5009005403241946,0.8004802881729037,1.7010206123674205,0,0,0,7,0.9669043770128315,0.9952872225146409,0.8404644831521041,0.9956484509733364
1461150389829.0,1461150399823.0,034,walking,0.8004802881729037,1.6009605763458075,1.6009605763458075,1.6009605763458075,0,0,0,10,0.9601007485065137,0.9936425516850068,0.8305133828488984,0.9940696601039887
1461150394831.0,1461150404830.0,034,walking,0.1000100010001,1.6001600160016,1.6001600160016,1.6001600160016,0,0,0,13,0.9544771098777961,0.9900053423240049,0.8911790729839472,0.9913540383820727
1461150399833.0,1461150409838.0,034,walking,0.9995002498750625,1.5992003998000999,1.5992003998000999,1.5992003998000999,0,0,0,11,0.9418107950861048,0.9908920368339773,0.9040303516555727,0.9918921594755465
1461150404840.0,1461150414840.0,034,walking,3.1,1.6,1.5000000000000002,1.6,0,0,0,9,0.9478179282981029,0.9939185096088974,0.9008029951830558,0.994553274403254
1461150409848.0,1461150419842.0,034,walking,0.8004802881729037,1.6009605763458075,0.8004802881729037,1.6009605763458075,0,0,0,9,0.9666047735889588,0.9939243822685853,0.8712621550321469,0.9945700622968635
1461150414850.0,1461150424845.0,034,walking,0.7003501750875439,1.4007003501750879,1.4007003501750879,1.4007003501750879,0,0,0,8,0.974614693837474,0.99319477850195,0.8613107993532995,0.9943692805125528
1461150419853.0,1461150429848.0,034,walking,0.8004002001000501,1.5007503751875941,1.5007503751875941,1.5007503751875941,0,0,0,9,0.9736885312943603,0.9919046880794415,0.875540477095708,0.9937609792072121
1461150424855.0,1461150434859.0,034,walking,3.398640543782487,1.6993202718912435,1.6993202718912435,1.6993202718912435,0,0,0,11,0.9659382778436083,0.9910882594167335,0.8900199884856967,0.9926033372979028
1461150429858.0,1461150439861.0,034,walking,4.498650404878537,1.599520143956813,0.7997600719784065,1.599520143956813,0,0,0,15,0.9470454388801118,0.9909528446604688,0.7924973242337418,0.9910736869563886
1461150434869.0,1461150444864.0,034,walking,3.101550775387694,1.6008004002001002,1.5007503751875941,1.6008004002001002,0,0,0,13,0.9404054183609107,0.990422899213003,0.800621701706179,0.9901955197319459
1461150439871.0,1461150449866.0,034,walking,0.10005002501250626,1.6008004002001002,1.5007503751875941,1.6008004002001002,0,0,0,13,0.9342385140207478,0.9903414755355714,0.8724845133964589,0.9910727216777107
1461150444874.0,1461150454868.0,034,walking,0.10006003602161297,1.6009605763458075,0.8004802881729037,1.6009605763458075,0,0,0,13,0.9379378203288312,0.990990650848954,0.8918197045752184,0.9921138468817355
1461150449876.0,1461150459870.0,034,walking,0.8004802881729037,1.5009005403241946,0.8004802881729037,0.8004802881729037,0,0,0,9,0.9669412163421468,0.9911847673940875,0.9009064317206144,0.9924115093807062
1461150454878.0,1461150464873.0,034,walking,0.10005002501250626,1.6008004002001002,0.8004002001000501,1.6008004002001002,0,0,0,11,0.9679506600930242,0.990210852440319,0.9055046005697767,0.9915841106773117
1461150459881.0,1461150469875.0,034,walking,3.3019811887132287,1.7010206123674205,1.6009605763458075,1.7010206123674205,0,0,0,11,0.9625980284483951,0.9900925253825233,0.8898974755094273,0.9911793251150969
1461150464883.0,1461150474877.0,034,walking,0.5003001801080649,0.10006003602161297,0.10006003602161297,1.6009605763458075,0,0,0,10,0.8778190064186159,0.9826312794982068,0.8639846100283197,0.9822192422066205
1461150469885.0,1461150479879.0,034,walking,0.5003001801080649,0.10006003602161297,0.10006003602161297,1.6009605763458075,0,0,0,9,0.8868739201306197,0.9842122206843879,0.8554521950357505,0.9838627310898184
1461150474887.0,1461150484884.0,034,walking,3.1009302790837254,1.5004501350405124,1.5004501350405124,1.5004501350405124,0,0,0,10,0.9608107050405004,0.9920882542327183,0.8615893914569972,0.9936784369704268
1461150479889.0,1461150489894.0,034,walking,3.0984507746126937,1.5992003998000999,0.7996001999000499,1.5992003998000999,0,0,0,11,0.9603656047422992,0.9929526480339385,0.897188196634377,0.9941005259813139
1461150484894.0,1461150494896.0,034,walking,3.099380123975205,1.4997000599880024,0.7998400319936012,1.4997000599880024,0,0,0,10,0.9648486222512954,0.9936589452231092,0.8890173740095684,0.9949058151608483
1461150489904.0,1461150499898.0,034,walking,3.201921152691615,1.6009605763458075,1.5009005403241946,1.6009605763458075,0,0,0,10,0.9661273332334932,0.9927928323991956,0.899839521396561,0.9942587156617926
1461150494906.0,1461150505741.0,034,walking,3.137978772496539,1.5689893862482696,1.5689893862482696,1.5689893862482696,0,0,0,12,0.9611280742241499,0.9910366857963749,0.8704948065904067,0.9928132863713074
1461150689615.0,1461150699623.0,034,walking,0.8992805755395684,1.898481215027978,0.9992006394884094,1.898481215027978,0,0,0,16,0.9250480438838679,0.9775727186750515,0.8090720170382539,0.9786378670329664
1461150694627.0,1461150704632.0,034,walking,2.7986006996501747,1.8990504747626187,0.9995002498750625,1.8990504747626187,0,0,0,12,0.9434342792487974,0.9881113932238413,0.8982324294558864,0.989028702359008
1461150699643.0,1461150709645.0,034,walking,0.9998000399920015,1.899620075984803,0.8998200359928014,1.899620075984803,0,0,0,12,0.9452382422851333,0.990164838554462,0.9012159782106507,0.9909209470124437
1461150704652.0,1461150714657.0,034,walking,3.7981009495252374,1.8990504747626187,0.8995502248875562,1.8990504747626187,0,0,0,13,0.9368836079967396,0.9896217220909652,0.8997767853144054,0.9901972546504175
1461150709665.0,1461150719659.0,034,walking,2.801681008605163,1.9011406844106464,0.9005403241945167,1.9011406844106464,0,0,0,14,0.9434097070538292,0.9901772453224934,0.9171684153106556,0.9911053832087933
1461150714678.0,1461150724672.0,034,walking,2.801681008605163,1.9011406844106464,1.0006003602161297,1.9011406844106464,0,0,0,12,0.925502942823332,0.9816798173490643,0.8806503298609507,0.9826866723241211
1461150719680.0,1461150729684.0,034,walking,0.9996001599360256,1.9992003198720512,0.9996001599360256,1.9992003198720512,0,0,0,11,0.933194033113537,0.9795941416903302,0.869452379077972,0.980954269404897
1461150724692.0,1461150734697.0,034,walking,2.7986006996501747,1.8990504747626187,0.8995502248875562,1.8990504747626187,0,0,0,12,0.9456041196545509,0.9886888806797354,0.8847645998059815,0.9892750512629046
1461150729705.0,1461150739709.0,034,walking,2.7988804478208715,1.8992403038784487,1.8992403038784487,1.8992403038784487,0,0,0,13,0.9438139464454112,0.9895996817395007,0.9136877728652147,0.9901959588266231
1461150734718.0,1461150744718.0,034,walking,2.8000000000000003,1.9000000000000001,2.8000000000000003,1.9000000000000001,0,0,0,14,0.9519110079690156,0.9889434799688273,0.8871867761877279,0.9896181691990404
1461150739730.0,1461150749725.0,034,walking,2.8014007003501753,1.900950475237619,0.9004502251125563,1.900950475237619,0,0,0,11,0.9535192806748721,0.9907979717915238,0.8687575475386227,0.9915237657169095
1461150744738.0,1461150754741.0,034,walking,2.7991602519244227,0.8997300809757073,0.8997300809757073,1.8994301709487154,0,0,0,13,0.9477151226873627,0.990280192668836,0.9019076015651393,0.9913054032822037
1461150749745.0,1461150759750.0,034,walking,0.09995002498750624,1.999000499750125,0.9995002498750625,2.1989005497251375,0,0,0,15,0.9010784469578723,0.9784369437674721,0.8941858583291145,0.9799041715808022
1461150754762.0,1461150764762.0,034,walking,0.1,2.1,1.0,2.1,0,0,0,16,0.9006682457525735,0.9680959768560204,0.8905819310741431,0.9724793256082883
1461150759770.0,1461150769775.0,034,walking,0.8995502248875562,1.8990504747626187,0.9995002498750625,1.8990504747626187,0,0,0,17,0.9093503846324872,0.9740152801975951,0.8957040106478829,0.9756146829892611
1461150764783.0,1461150774777.0,034,walking,1.0006003602161297,2.0012007204322595,1.0006003602161297,2.0012007204322595,0,0,0,14,0.8975931621429405,0.979702064781188,0.8735030710680618,0.9784604564167686
1461150769795.0,1461150779790.0,034,walking,1.0005002501250626,2.001000500250125,1.0005002501250626,2.001000500250125,0,0,0,15,0.9101029954078718,0.9813736564490216,0.8653624852906975,0.9812396969323038
1461150774798.0,1461150784801.0,034,walking,0.8997300809757073,1.8994301709487154,0.9997000899730081,1.8994301709487154,0,0,0,14,0.9364733393153072,0.9846611636819804,0.897053139498961,0.9866769165809078
1461150779810.0,1461150789815.0,034,walking,0.7996001999000499,1.8990504747626187,0.9995002498750625,1.8990504747626187,0,0,0,10,0.9416300651370108,0.9888640945519274,0.9069301099130218,0.9900803514428423
1461150784822.0,1461150794824.0,034,walking,0.8998200359928014,1.899620075984803,0.8998200359928014,0.8998200359928014,0,0,0,11,0.9358822766156125,0.9902852210243073,0.917350199754856,0.9903473752319214
1461150789835.0,1461150799829.0,034,walking,2.901741044626776,1.9011406844106464,0.9005403241945167,1.9011406844106464,0,0,0,12,0.9343257769972754,0.988195684384817,0.9182296428529729,0.989154913531279
1461150794845.0,1461150804842.0,034,walking,0.10003000900270081,1.8005401620486148,0.10003000900270081,1.8005401620486148,0,0,0,14,0.9127336905136938,0.9814873448914371,0.8621253033439769,0.9844354903029232
1461150799850.0,1461150809850.0,034,walking,1.8,1.9000000000000001,0.1,1.9000000000000001,0,0,0,18,0.9222356842163671,0.9761692477482877,0.8537241758560228,0.9787705983390975
1461150804863.0,1461150814867.0,034,walking,1.8992403038784487,1.8992403038784487,0.9996001599360256,1.8992403038784487,0,0,0,18,0.9174996256271799,0.9725638914816381,0.872257988211434,0.9722128204958563
1461150809870.0,1461150819869.0,034,walking,2.000200020002,2.000200020002,1.000100010001,2.000200020002,0,0,0,17,0.9173748071340179,0.9755357262353411,0.8567091803423562,0.9743512936489914
1461150814888.0,1461150824882.0,034,walking,0.9005403241945167,1.9011406844106464,0.9005403241945167,1.9011406844106464,0,0,0,15,0.9197516361013331,0.9748211028286182,0.8812669833737083,0.977689587335042
1461150819890.0,1461150829895.0,034,walking,0.9995002498750625,1.8990504747626187,0.9995002498750625,1.8990504747626187,0,0,0,15,0.918566471075289,0.9752884699795641,0.8992637555171583,0.9790229409262705
1461150824902.0,1461150834898.0,034,walking,0.900360144057623,2.000800320128051,0.900360144057623,2.000800320128051,0,0,0,16,0.9135476430259302,0.9771836296684419,0.8859668998554574,0.9778083513099116
1461150829915.0,1461150839909.0,034,walking,1.8010806483890334,1.8010806483890334,0.9005403241945167,1.8010806483890334,0,0,0,17,0.9011207886801312,0.9712195637888534,0.8232588582345505,0.9704533986661571
1461150834918.0,1461150844922.0,034,walking,2.7988804478208715,1.8992403038784487,0.8996401439424231,1.8992403038784487,0,0,0,16,0.9101978310499925,0.9741773125094587,0.8042052403749671,0.9738974434813359
1461150839930.0,1461150849933.0,034,walking,2.7991602519244227,1.8994301709487154,0.8997300809757073,1.8994301709487154,0,0,0,15,0.9171111999598116,0.9800800400225169,0.9000739286870449,0.9812086326977865
1461150844942.0,1461150854937.0,034,walking,0.20010005002501252,1.900950475237619,1.0005002501250626,1.900950475237619,0,0,0,14,0.8949112903057667,0.9766194665975583,0.860587518887508,0.9847055789268221
1461150849953.0,1461150859950.0,034,walking,0.10003000900270081,1.9005701710513154,1.0003000900270083,1.9005701710513154,0,0,0,10,0.92415678955869,0.9802425915871352,0.8745364415583241,0.9890543636425392
1461150854958.0,1461150864999.0,034,walking,2.68897520167314,0.89632506722438,0.89632506722438,0.89632506722438,0,0,0,9,0.9554480952478247,0.9891251881447446,0.9124951536280824,0.9908263658000598
1461150148748.0,1461150158741.0,034,sedentary,0.20014009806864805,0.10007004903432402,0.10007004903432402,1.0007004903432402,0,0,0,1,0.950633607016774,0.9977976126186237,0.8775990528706938,0.9989141297050461
1461150153740.0,1461150163735.0,034,sedentary,0.10005002501250626,0.10005002501250626,0.10005002501250626,1.5007503751875941,0,0,0,1,0.8752090747354027,0.9978894130590826,0.9470656479858865,0.9992657824417921
1461150158751.0,1461150168737.0,034,sedentary,2.303224514320048,2.8039254956939716,2.303224514320048,3.5049068696174652,0,0,0,0,0.978192364502407,0.9999532668240086,0.9906343435356716,0.9999549395002919
1461150163745.0,1461150173739.0,034,sedentary,0.10006003602161297,3.3019811887132287,0.10006003602161297,3.3019811887132287,0,0,0,0,0.9636127280849883,0.9998785738719492,0.9383399932284668,0.9998687487682664
1461150168747.0,1461150178731.0,034,sedentary,0.10016025641025642,0.10016025641025642,0.10016025641025642,3.906250000000001,0,0,0,1,0.9759818930686153,0.9997570979516717,0.8511699461441298,0.9997164080467441
1461150173749.0,1461150183739.0,034,sedentary,1.3013013013013013,1.9019019019019017,0.10010010010010009,1.9019019019019017,0,0,0,0,0.9867391830097718,0.9996508404126357,0.8621575136139794,0.9995330700454992
1461150178742.0,1461150188736.0,034,sedentary,0.10006003602161297,2.301380828497098,0.10006003602161297,1.9011406844106464,0,0,0,0,0.9923011702099269,0.9997412757127394,0.9265962003421649,0.9996742483479829
1461150183749.0,1461150193738.0,034,sedentary,0.10011012113324656,2.402642907197918,1.601761938131945,2.5027530283311643,0,0,0,0,0.9984436559584708,0.9999536743751146,0.9818302031725165,0.9999469283857682
1461150188746.0,1461150198740.0,034,sedentary,0.10006003602161297,1.9011406844106464,0.10006003602161297,2.8016810086051636,0,0,0,0,0.9975426857313734,0.9999742899379707,0.9816316622320791,0.9999755683670827
1461150193748.0,1461150203743.0,034,sedentary,0.10005002501250626,0.10005002501250626,0.10005002501250626,2.901450725362682,0,0,0,0,0.9959872473305672,0.9999687978733219,0.8911920955398769,0.999969191918091
1461150198750.0,1461150208736.0,034,sedentary,1.5021029441217706,2.6036451031444026,2.6036451031444026,3.004205888243541,0,0,0,0,0.9907014510449004,0.9999101774413598,0.8287625988055108,0.99989715625786
1461150203753.0,1461150213747.0,034,sedentary,0.10006003602161297,1.8010806483890334,0.10006003602161297,1.8010806483890334,0,0,0,0,0.9802969266903282,0.9992185942933751,0.8720941333999089,0.999251439150221
1461150208746.0,1461150218749.0,034,sedentary,0.2999100269919025,1.8994301709487154,0.19994001799460162,2.099370188943317,0,0,0,0,0.9875163157521708,0.9989515862555832,0.884758636932286,0.9990322635306613
1461150213757.0,1461150223751.0,034,sedentary,0.10006003602161297,2.1012607564538723,0.10006003602161297,2.1012607564538723,0,0,0,0,0.9590369901303947,0.9988497176571693,0.8710487241819131,0.9989497843665818
1461150218759.0,1461150228744.0,034,sedentary,0.10015022533800702,2.70405608412619,0.20030045067601404,2.70405608412619,0,0,0,1,0.94985441060138,0.9992150763239734,0.8690263609825315,0.999202288624332
1461150223761.0,1461150233746.0,034,sedentary,0.10015022533800702,0.10015022533800702,0.20030045067601404,3.304957436154232,0,0,0,0,0.9790329157196032,0.9999088684813487,0.8198376537850731,0.9999134396259839
1461150228754.0,1461150238755.0,034,sedentary,0.09999000099990002,2.599740025997401,0.09999000099990002,2.599740025997401,0,0,0,0,0.9961270721732397,0.9998734774186223,0.8457699032869841,0.9998461026226644
1461150233756.0,1461150243761.0,034,sedentary,1.199400299850075,2.698650674662669,1.999000499750125,2.698650674662669,0,0,0,0,0.9965624846001067,0.9998386859048136,0.8514346767539265,0.9998152125972415
1461150238765.0,1461150248763.0,034,sedentary,1.200240048009602,2.000400080016003,2.000400080016003,1.200240048009602,0,0,0,0,0.994325259816528,0.9997902024323845,0.8652626215871171,0.9997544111909746
1461150243771.0,1461150253760.0,034,sedentary,2.5027530283311643,2.9031935128641506,1.8019821803984382,2.9031935128641506,0,0,0,0,0.9912016618829281,0.9995435262194013,0.8582737795708237,0.9994637549204699
1461150248773.0,1461150258761.0,034,sedentary,1.4016820184221068,2.9034841810172214,1.4016820184221068,2.9034841810172214,0,0,0,0,0.9925833572262996,0.999637241847986,0.8018456394345054,0.9995903733483238
1461150253770.0,1461150263763.0,034,sedentary,1.4009806864805365,2.3016111277894526,1.4009806864805365,2.3016111277894526,0,0,0,1,0.9964300065756214,0.9999379461097443,0.7294236810206235,0.9999368938884912
1461150258771.0,1461150268772.0,034,sedentary,1.2998700129987004,1.0998900109989003,0.09999000099990002,2.999700029997001,0,0,0,0,0.9993772591175463,0.9999854627430541,0.8939873356287574,0.9999835671617862
1461150263773.0,1461150273774.0,034,sedentary,0.19998000199980004,0.19998000199980004,1.2998700129987004,2.899710028997101,0,0,0,0,0.9837611089871919,0.9998775972733132,0.8688397024157468,0.9999197452446965
1461150268782.0,1461150278776.0,034,sedentary,0.10006003602161297,0.10006003602161297,0.10006003602161297,2.8016810086051636,0,0,0,0,0.983370431013392,0.9998336115926683,0.8851237412229656,0.9998664373902062
1461150273784.0,1461150283778.0,034,sedentary,0.10006003602161297,2.7016209725835503,0.10006003602161297,2.7016209725835503,0,0,0,0,0.9965282777009509,0.9999373184831112,0.9089977906004256,0.9999290858513757
1461150278786.0,1461150288781.0,034,sedentary,0.20010005002501252,2.8014007003501757,0.20010005002501252,2.8014007003501757,0,0,0,0,0.9984495491577219,0.9999386441956224,0.9139001876093508,0.9999251811913629
1461150283789.0,1461150293792.0,034,sedentary,0.09997000899730081,2.799160251924423,0.09997000899730081,2.799160251924423,0,0,0,0,0.9979402745049772,0.9999318202267354,0.9093527558838661,0.9999217302777061
1461150288791.0,1461150298795.0,034,sedentary,2.099160335865654,1.599360255897641,0.09996001599360256,3.8984406237505005,0,0,0,0,0.9986828177299263,0.9999702749015413,0.9488667085938884,0.9999720391108399
1461150293802.0,1461150303798.0,034,sedentary,1.9007603041216485,1.6006402561024409,3.2012805122048817,4.901960784313726,0,0,0,0,0.9989886139087865,0.9999766767908698,0.9636512596664327,0.9999705600829345
1461150298805.0,1461150308800.0,034,sedentary,3.2016008004002003,3.6018009004502254,3.0015007503751883,1.6008004002001002,0,0,0,0,0.9985399828885031,0.999971080251189,0.9530565302608064,0.9999607570421964
1461150303808.0,1461150313802.0,034,sedentary,2.301380828497098,3.7022213327996805,3.101861116670002,3.7022213327996805,0,0,0,0,0.9965925239493846,0.9999578304782971,0.9137772438537318,0.9999418253997703
1461150308810.0,1461150318809.0,034,sedentary,1.2001200120012003,2.000200020002,0.1000100010001,2.8002800280028004,0,0,0,0,0.9883217548780071,0.9997887211180888,0.8746626057174127,0.9997393913705382
1461150313812.0,1461150324959.0,034,sedentary,1.1662330671929668,2.0633354265721717,0.17942047187584104,2.0633354265721717,0,0,0,0,0.9895051832436764,0.9997741530143098,0.794290393804311,0.9997204265067434
1461146991378.0,1461147001383.0,034,sedentary,0.09995002498750624,0.09995002498750624,0.19990004997501248,19.69015492253873,0,0,0,0,0.9956738290610209,0.9940459707010695,0.9999775104739651,0.9999828013137458
